name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand
Volkswagen_Golf_1.6,privat,Angebot,1100,control,limousine,1996,manuell,75,golf,125000,11,benzin,volkswagen
Renault_Safrane_2.0_16V,privat,Angebot,890,control,limousine,1997,manuell,136,andere,100000,3,benzin,renault
Volkswagen_Golf_1.6_CL_Europe,privat,Angebot,1099,test,limousine,1995,manuell,75,golf,125000,8,benzin,volkswagen
Renault_Megane_1.9_dCi_FAP_Grandtour,privat,Angebot,3999,control,kombi,2006,manuell,131,megane,150000,2,diesel,renault
Skoda_Fabia_Bj.2011_mit_Klima,privat,Angebot,4999,test,kleinwagen,2011,manuell,0,fabia,125000,3,benzin,skoda
Ford_Ka_Gruen_Metallic_als_Ersatzteillager_/_Bastlerfahrzeug,privat,Angebot,250,test,,2017,manuell,59,ka,125000,4,benzin,ford
Volkswagen_Polo_1.4,privat,Angebot,2799,test,kleinwagen,2001,manuell,75,polo,90000,12,benzin,volkswagen
Verkaufe_meinen_Treuen_Wagen,privat,Angebot,1200,control,limousine,2000,manuell,95,carisma,150000,5,benzin,mitsubishi
"Mercedes_Benz_230_E_/_Rostfrei_/_""Scheckheft""_/_Garagenwagen",privat,Angebot,3299,control,limousine,1989,automatik,132,e_klasse,150000,6,benzin,mercedes_benz
BMW_318CI_E46_Coupe,privat,Angebot,4799,control,,2017,manuell,143,3er,150000,6,benzin,bmw
TOP___BMW_E46_328i_Touring___160000___TÜV_02/2017,privat,Angebot,3999,control,kombi,1999,automatik,193,3er,150000,12,benzin,bmw
Ford_Escort_MK_1_Cosworth_H_Zulassung,privat,Angebot,34900,control,limousine,1968,manuell,220,escort,5000,11,benzin,ford
Volkswagen_Golf_1.4,privat,Angebot,650,control,limousine,1997,manuell,60,golf,150000,9,benzin,volkswagen
Zafira_Tourer_2.0_CDTI_Start_Stop_Navi_Kamera,privat,Angebot,8800,control,kombi,2011,manuell,165,zafira,30000,12,diesel,opel
Mercedes_Benz__E280__Sehr_guter_Zustand_!!!_TÜV,privat,Angebot,2000,control,limousine,1998,automatik,204,e_klasse,150000,2,benzin,mercedes_benz
Audi_S4_Avant_2.7_quattro,privat,Angebot,12800,control,kombi,1999,manuell,265,andere,100000,3,benzin,audi
Opel_Omega_2_0_116PS_TÜV_04/2016_Neue_Bremsen__Wasserpumpe_usw,privat,Angebot,398,test,kombi,1996,manuell,116,omega,150000,6,benzin,opel
BMW_320i,privat,Angebot,2700,control,limousine,2001,manuell,170,3er,150000,3,benzin,bmw
Opel_Astra_2.0_16V_Turbo_Coupe,privat,Angebot,6999,test,coupe,2001,manuell,265,astra,150000,4,benzin,opel
Mercedes_benz_s320_tip_top,privat,Angebot,4000,test,limousine,1999,automatik,0,s_klasse,150000,0,benzin,mercedes_benz
Honda_Accord_2.0_i_Comfort,privat,Angebot,2190,control,limousine,2003,manuell,155,accord,150000,12,benzin,honda
Audi_A4_Cabriolet_2.4,privat,Angebot,7450,test,cabrio,2003,automatik,170,a4,150000,3,benzin,audi
diesel_sparbuechse_corsa_c,privat,Angebot,1850,test,kleinwagen,2002,manuell,75,corsa,100000,5,diesel,opel
Audi_A4_1.8_T_AHK__Xenon__Navi__gepflegt!,privat,Angebot,9450,control,limousine,2005,manuell,163,a4,125000,3,benzin,audi
Ford_Focus_Turnier_1.6_TDCi_bis_18.03_angemeldet,privat,Angebot,2999,control,kombi,2007,manuell,109,focus,150000,8,diesel,ford
Opel_Corsa_D_1.0,privat,Angebot,3950,control,,2007,manuell,0,corsa,150000,11,,opel
Polo_9n3_ah_exclusive,privat,Angebot,4800,control,kleinwagen,2007,manuell,80,polo,100000,6,benzin,volkswagen
VW_GOLF_4_1.4_16V_TÜV_NEU_KLIMA_4X_ELEKTRIK_FENSTER,privat,Angebot,1670,test,limousine,1999,manuell,75,golf,150000,8,benzin,volkswagen
Toyota_Corolla_1.6_Combi_Sol,privat,Angebot,1800,control,kombi,2003,manuell,110,corolla,150000,6,benzin,toyota
MINI_Mini_One,privat,Angebot,5299,control,kleinwagen,2005,manuell,90,one,150000,5,benzin,mini
VERKAUF/TAUSCHE_Top_Golf_4!!,privat,Angebot,0,control,,2017,manuell,105,golf,150000,0,benzin,volkswagen
Jaguar_XJ40__sehr_gepflegt,privat,Angebot,3750,control,limousine,1991,automatik,234,andere,150000,1,benzin,jaguar
Ford_Focus_Kombi,privat,Angebot,750,control,kombi,2000,manuell,0,focus,150000,5,benzin,ford
Mercedes_C200_Kompressor_mit_wenig_Kilometern,privat,Angebot,4200,control,limousine,2000,manuell,163,c_klasse,100000,6,benzin,mercedes_benz
Golf_4_GTI_1.8_Turbo,privat,Angebot,2549,test,andere,1998,manuell,150,golf,150000,7,benzin,volkswagen
Skoda_Octavia_Scout_2_0_FSI_Allrad,privat,Angebot,8380,test,kombi,2008,manuell,150,octavia,150000,7,benzin,skoda
Suzuki_Grand_Vitara_1.9_DDiS,privat,Angebot,8000,control,suv,2007,manuell,129,grand,150000,3,diesel,suzuki
Mercedes_Benz_E_240,privat,Angebot,2599,test,limousine,1998,manuell,170,e_klasse,150000,3,benzin,mercedes_benz
Zuverlaessiges_Auto_sucht_neuen_Besitzer,privat,Angebot,600,test,,2000,manuell,86,lanos,125000,0,benzin,daewoo
Skoda_Octavia_1.9_TDi_Combi_SLX,privat,Angebot,2650,control,kombi,2000,manuell,110,octavia,150000,1,diesel,skoda
Volkswagen_Phaeton_3.0_V6_TDI_Automatik_Tuev_Leder_navi,privat,Angebot,6800,test,limousine,2006,automatik,224,phaeton,150000,10,diesel,volkswagen
Ford_Fiesta_1.3,privat,Angebot,2410,test,kleinwagen,2004,manuell,69,fiesta,150000,3,benzin,ford
Mercedes_Benz_C_220_T_CDI_AMG_Leder_AHK_Harman_Vollausstattung,privat,Angebot,14900,test,kombi,2009,automatik,170,c_klasse,150000,2,diesel,mercedes_benz
Mercedes_Benz_Vito_112_CDI,privat,Angebot,2100,control,kombi,2002,manuell,122,vito,150000,4,diesel,mercedes_benz
Nissan_Micra_in_blau,privat,Angebot,300,test,kleinwagen,1996,manuell,55,micra,150000,2,,nissan
Peugeot_206_CC_110_Roland_Garros,privat,Angebot,3500,control,cabrio,2005,manuell,109,2_reihe,150000,5,benzin,peugeot
Peugeot_406_Break_Sport,privat,Angebot,2250,test,kombi,2001,manuell,158,4_reihe,150000,1,benzin,peugeot
Fiat_Cinquecento_0.9_i.e._S,privat,Angebot,500,control,kleinwagen,1998,manuell,39,andere,80000,3,benzin,fiat
BMW_X3_2.0d,privat,Angebot,10200,control,limousine,2006,manuell,150,x_reihe,150000,4,diesel,bmw
Opel_Corsa_1.2_Easytronic_m.Seitenschaden,privat,Angebot,2800,control,kleinwagen,2007,automatik,80,corsa,125000,7,benzin,opel
Honda_Civic_1.4i_S_Cool,privat,Angebot,1500,test,limousine,2001,manuell,90,civic,150000,6,benzin,honda
VW_Polo_6_N_fuer_Bastler,privat,Angebot,330,control,kleinwagen,1999,manuell,60,polo,125000,6,benzin,volkswagen
Mercedes_C180_Limousine,privat,Angebot,550,test,limousine,1993,manuell,122,c_klasse,150000,10,benzin,mercedes_benz
Ford_Focus_Turn._1.8_TDCi_Futura,privat,Angebot,1320,control,kombi,2002,manuell,116,focus,150000,4,diesel,ford
BMW_118d_DPF_Aut.,privat,Angebot,7500,control,limousine,2008,automatik,143,1er,150000,10,diesel,bmw
Golf_V__5__FSI_2.0_Sport_150PS_auch_Tausch,privat,Angebot,7000,test,limousine,2004,automatik,150,golf,100000,6,benzin,volkswagen
Seat_Ibiza__Klima__1._Hd.__Blau_Met._60_PS_Euro4,privat,Angebot,899,control,limousine,2000,manuell,60,ibiza,150000,7,benzin,seat
T4_Multivan_Benzin_2_5l_Automatik__Womo_,privat,Angebot,4800,control,,2017,automatik,110,transporter,150000,0,benzin,volkswagen
Volkswagen_Caravelle_Lang_DSG_2X_Schiebetueren_Leder_180PS,privat,Angebot,16500,test,bus,2012,automatik,179,transporter,150000,5,diesel,volkswagen
SKODA_Rapid_Spaceback_Ambition_1.2_TSI_mit_105PS__22000km,privat,Angebot,11200,control,kleinwagen,2014,manuell,105,andere,30000,0,benzin,skoda
Porsche_Boxster_PDK,privat,Angebot,43900,control,cabrio,2014,automatik,265,boxster,10000,2,benzin,porsche
BMW_E36_316i_compact_Vollausstat.+_komplet._M_Paket,privat,Angebot,1000,control,coupe,1998,manuell,102,3er,150000,0,benzin,bmw
Audi_A5_3.0_TDI_Sportback_quattro_DPF_S_tronic,privat,Angebot,21500,control,coupe,2009,automatik,239,a5,150000,12,diesel,audi
Seat_Cordoba,privat,Angebot,250,control,limousine,1995,manuell,75,cordoba,150000,8,benzin,seat
Audi_a6_2.0_170_PS_2009_Unfall,privat,Angebot,0,test,kombi,2009,manuell,170,a6,150000,1,diesel,audi
BMW_525,privat,Angebot,11500,test,limousine,2008,automatik,197,5er,150000,7,diesel,bmw
Renault_clio_Automatik_Klima_Tuev_Neu,privat,Angebot,1499,test,kleinwagen,1999,automatik,90,clio,150000,6,benzin,renault
top__Zustand__noch_tuev_und_wenige_Kilometer__guenstig_abzugeben,privat,Angebot,380,test,,2016,manuell,54,,100000,0,benzin,skoda
Volkswagen_Passat_Variant_2.0_TDI_BlueMotion_Comfortline,privat,Angebot,14990,test,kombi,2013,manuell,140,passat,90000,10,diesel,volkswagen
Renault_Megane_zu_verkaufen,privat,Angebot,500,control,kombi,1999,manuell,104,megane,150000,7,benzin,renault
BMW_530d_Touring_als_Kombi_3_Liter_218_PS,privat,Angebot,5900,control,kombi,2004,automatik,218,5er,150000,10,diesel,bmw
verkaufe_mein_geliebtes_e36_cabrio,privat,Angebot,5499,control,,2016,manuell,150,3er,125000,4,,bmw
BMW_316i_Bastlerfahrzeug,privat,Angebot,200,control,limousine,1995,manuell,102,3er,150000,8,benzin,bmw
Ford_Ford_Fiesta_1.4_TDCI._NEUER_TÜV_!,privat,Angebot,2000,test,kleinwagen,2002,manuell,68,fiesta,150000,12,diesel,ford
BMW_318ti_in_Weiss,privat,Angebot,300,test,,2016,manuell,140,,150000,0,benzin,bmw
Volkswagen_touran_tdi_2004_vw_dsg_automatik,privat,Angebot,2999,test,,2017,automatik,0,,150000,2,diesel,volkswagen
Mercedes_Benz_S_350_S_63_Facelift_AMG,privat,Angebot,20500,test,limousine,2006,automatik,272,s_klasse,150000,1,benzin,mercedes_benz
Volkswagen_Golf_Plus_1.6_TDI_DPF_Style,privat,Angebot,12999,test,bus,2011,manuell,105,golf,70000,10,diesel,volkswagen
Skoda_Octavia_Combi_2.0_TDI_Elegance,privat,Angebot,7000,test,kombi,2007,manuell,140,octavia,150000,9,diesel,skoda
Toyota_Corolla_Verso_2.2_D_CAT_DPF_Executive,privat,Angebot,5300,test,bus,2008,manuell,177,verso,150000,1,diesel,toyota
Verkaufe_SUZUKI___CABRIO,privat,Angebot,1250,control,cabrio,1995,manuell,50,swift,50000,6,benzin,suzuki
Super_fiat_punto_neu_model_Klima_sevo_5_turen_tuev,privat,Angebot,1800,test,,2017,manuell,60,punto,125000,12,benzin,fiat
Toyota_RAV_4_4x4,privat,Angebot,7900,control,suv,2005,manuell,150,rav,80000,3,benzin,toyota
Ford_Cougar_2.5v6_24v_tausch,privat,Angebot,2998,control,coupe,2000,manuell,170,andere,150000,12,benzin,ford
Mercedes_Benz_C_230,privat,Angebot,800,control,limousine,1996,,150,c_klasse,150000,8,benzin,mercedes_benz
Peugeot_306_mit_Gasanlage_und_TÜV_bis_12/2016.,privat,Angebot,350,test,kleinwagen,1997,manuell,81,3_reihe,150000,8,benzin,peugeot
Seat_Ibiza_1_2_TDI__Reference__5_tuerig__Klima__Top_Zustand,privat,Angebot,8790,control,,2018,manuell,0,ibiza,40000,1,diesel,seat
Mercedes_Benz_E_200_CDI_Automatik_Classic_DPF,privat,Angebot,4499,test,limousine,2004,automatik,122,e_klasse,150000,12,diesel,mercedes_benz
BMW_320i_cabrio_M_Paket,privat,Angebot,3900,test,cabrio,1998,manuell,150,3er,150000,3,benzin,bmw
Ford_Kuga_2.0_TDCi_4x4_Individual__Navi__Xenon__AHK,privat,Angebot,25950,test,suv,2014,manuell,163,kuga,30000,7,diesel,ford
Volkswagen_Multivan_T4_TDI_7DC_UY2,privat,Angebot,5900,test,bus,1997,manuell,102,transporter,150000,6,diesel,volkswagen
Volkswagen_Caddy_1.6TDI_DPF_BMT_AHK_Life_Team__7_Si._,privat,Angebot,12900,control,kombi,2010,manuell,102,caddy,70000,12,diesel,volkswagen
Ford_Fiesta__top_fuer_Anfaenger_oder_Familie_,privat,Angebot,1199,control,kleinwagen,2000,manuell,60,fiesta,125000,0,benzin,ford
Nissan_Qashqai+2_1.6_acenta,privat,Angebot,14800,control,limousine,2012,manuell,117,qashqai,70000,8,benzin,nissan
Golf_3_GL_mit_AHK,privat,Angebot,250,control,kleinwagen,1993,manuell,0,,150000,1,benzin,volkswagen
Mitsubishi_Colt_CZ3_1.5_DI_D,privat,Angebot,2499,control,kleinwagen,2006,manuell,95,colt,150000,1,diesel,mitsubishi
Opel_Astra_1.8_16V_Coupe,privat,Angebot,1800,test,coupe,2001,manuell,116,astra,125000,3,benzin,opel
Citroen_saxo_1.5_D_an_Bastler,privat,Angebot,0,test,,2016,,0,andere,150000,10,diesel,citroen
Ford_Fiesta_1.3_Viva,privat,Angebot,2800,control,kleinwagen,2004,manuell,69,fiesta,100000,5,benzin,ford
Volkswagen_Golf_Variant_1.9_TDI_DPF,privat,Angebot,4200,control,kombi,2007,manuell,105,golf,150000,11,diesel,volkswagen
Alfa_Romeo_159_1.9_jtdm_150ps_Mit_Tuev_|_behandelbar_|_Whatsapp_!!,privat,Angebot,5500,control,limousine,2006,manuell,150,159,150000,11,diesel,alfa_romeo
Ford_Mondeo_Kombi,privat,Angebot,850,test,kombi,2004,manuell,130,mondeo,150000,12,diesel,ford
VW_Passat_1_9_Tdi,privat,Angebot,4100,test,kombi,2004,automatik,131,passat,150000,3,diesel,volkswagen
Suzuki_Swift_1.3_Comfort,privat,Angebot,5900,control,kleinwagen,2009,manuell,92,swift,90000,6,benzin,suzuki
Peugeot_206______1_9_Diesel,privat,Angebot,1600,control,kleinwagen,2001,manuell,51,2_reihe,150000,0,diesel,peugeot
Peugeot_Expert_baugleich_Citroen_Jumpy_HDI_L2H1,privat,Angebot,9600,test,andere,2013,manuell,122,andere,125000,1,diesel,peugeot
Gut_gepflegt,privat,Angebot,2799,control,limousine,2003,manuell,135,scenic,5000,12,benzin,renault
BMW_120d_Facelift_M_Sportpaket,privat,Angebot,7100,test,coupe,2008,manuell,177,1er,150000,5,diesel,bmw
SUCHE_Porsche_944_II_/_S_Modell_ab_Bj._87_oder_...,privat,Angebot,1,control,,1990,manuell,0,andere,150000,0,,porsche
320_d__LEDER_NAVI_Bluethoot2,privat,Angebot,4500,control,limousine,2007,manuell,163,3er,150000,7,diesel,bmw
Honda_civic_1.4_90_PS_mit_TUV,privat,Angebot,650,test,limousine,1997,manuell,0,civic,150000,4,benzin,honda
Citroën_Jumper_35_L3H2_Heavy,privat,Angebot,6800,test,bus,2011,manuell,120,andere,150000,1,diesel,citroen
Golf_3_1.6_75PS__BBS__Gewinde_,privat,Angebot,1450,control,,2016,manuell,75,,150000,10,benzin,volkswagen
Kia_Picanto_1.1_LX,privat,Angebot,2300,control,kleinwagen,2006,manuell,65,picanto,50000,12,benzin,kia
Ford_Fiesta_Mk4,privat,Angebot,250,test,kleinwagen,1998,manuell,60,,100000,0,,ford
Rover_75_Tourer_2.0_V6,privat,Angebot,2500,control,kombi,2001,automatik,150,andere,150000,11,benzin,rover
Fiat_Punto___Diesel___Silber___1.9_JTD___80_PS___Gebraucht,privat,Angebot,1099,test,kleinwagen,2001,manuell,80,punto,150000,4,diesel,fiat
Nissan_Micra_1.2,privat,Angebot,3999,test,kleinwagen,2009,manuell,65,micra,40000,7,benzin,nissan
Mercedes_Benz_Mercedes_Benz_E_280_W210_4_Matic_Servis_Schekhef,privat,Angebot,3500,test,limousine,1997,automatik,204,e_klasse,150000,10,benzin,mercedes_benz
Volkswagen_T5_California,privat,Angebot,44900,control,bus,2015,manuell,140,transporter,10000,5,diesel,volkswagen
Opel_Corsa_1.3_Cdti_ERSTE_HAND_gruene_Plakette_Guter_Zustand,privat,Angebot,2399,control,kleinwagen,2004,manuell,0,corsa,150000,11,diesel,opel
Opel_Zafira_1.8_Njoy_mit_Style_Paket,privat,Angebot,2600,control,bus,2005,manuell,125,zafira,150000,5,benzin,opel
Volkswagen_Sharan_1.9_TDI_Family,privat,Angebot,1950,test,bus,2002,manuell,116,sharan,150000,10,diesel,volkswagen
Porsche_Boxster_Top_Gepflegt_Navi__Xenon__Hardtop,privat,Angebot,10450,control,cabrio,2001,manuell,220,boxster,150000,3,benzin,porsche
Top_transporter_mit_wenig_km,privat,Angebot,3100,test,andere,2001,manuell,90,,70000,7,diesel,kia
Smart_smart_crossblade,privat,Angebot,14000,test,cabrio,2003,manuell,71,andere,5000,8,benzin,smart
Punto_Model_188,privat,Angebot,190,control,kleinwagen,1999,manuell,0,punto,150000,4,benzin,fiat
BMW_530d,privat,Angebot,17000,test,limousine,2005,manuell,231,5er,150000,10,diesel,bmw
BMW_318d_DPF_Touring,privat,Angebot,11599,test,kombi,2010,manuell,143,3er,150000,4,diesel,bmw
BMW_120d_M_paket_Sportsitze..,privat,Angebot,9800,test,kombi,2006,manuell,0,1er,150000,10,,bmw
Renault_Clio_1.2_16V,privat,Angebot,1690,test,kleinwagen,2002,manuell,75,clio,125000,9,benzin,renault
Mercedes_Benz_E_350_CDI_DPF_Cabrio_BlueEFFICIENCY_7G_TRONIC,privat,Angebot,30600,test,cabrio,2010,automatik,231,e_klasse,80000,5,diesel,mercedes_benz
Ford_Focus_Turnier_/_Kombi___131PS__2_0l,privat,Angebot,1500,test,kombi,1999,manuell,131,focus,150000,3,benzin,ford
"Renault_Megane_1.6_""Bastler_Fahrzeug_oder_zum_ausschlachten""",privat,Angebot,140,test,coupe,1997,manuell,0,megane,150000,6,benzin,renault
Mercedes_Benz_A_150_Avantgarde_W169_Automatik,privat,Angebot,5990,test,limousine,2007,automatik,95,a_klasse,150000,9,benzin,mercedes_benz
VW_Golf3_Variant_Kombi_1.9l,privat,Angebot,1300,control,kombi,1996,manuell,75,golf,150000,12,,volkswagen
Renault_Scenic_1.6_16V_RXE,privat,Angebot,1000,test,bus,2000,manuell,107,scenic,125000,6,benzin,renault
Mercedes_Benz_C_220_CDI_Avantg._Panorama_PDC_SHZ_NAVI_VOLLEDER,privat,Angebot,11900,control,limousine,2008,manuell,170,c_klasse,125000,9,diesel,mercedes_benz
BMW_316i,privat,Angebot,1400,control,limousine,2000,manuell,105,3er,150000,3,benzin,bmw
Zu_verkaufen_nissan__micra,privat,Angebot,1450,control,kleinwagen,2003,manuell,0,,125000,0,benzin,nissan
VW_Polo_/_Auffahrunfall__Scheckheftgepflegt_und_neue_Motorkette_,privat,Angebot,2000,test,,2016,manuell,59,polo,100000,0,benzin,volkswagen
Suzuki_Vitara_TÜV_4x4_Allrad,privat,Angebot,1599,control,,2017,manuell,0,,150000,0,benzin,suzuki
BMW_Z3_Roadster_Alpina...._Einer_der_ersten,privat,Angebot,4700,test,cabrio,1996,manuell,117,z_reihe,150000,8,benzin,bmw
Verkaufe_VW_caddy_1.9_sdi,privat,Angebot,1400,control,andere,1997,manuell,0,caddy,150000,10,diesel,volkswagen
Renault_Scenic_TOP_Familienauto,privat,Angebot,1100,control,bus,1999,manuell,107,scenic,150000,5,benzin,renault
Opel_Vectra_2.8_V6_Turbo_Automatik_Cosmo,privat,Angebot,6990,control,limousine,2005,automatik,230,vectra,100000,12,benzin,opel
Daewoo_Kalos,privat,Angebot,650,control,kleinwagen,2002,,0,kalos,20000,8,,daewoo
Opel_Corsa_1.2_16V_Comfort,privat,Angebot,1400,control,kleinwagen,2002,manuell,75,corsa,150000,8,benzin,opel
Skoda_Superb_Family__Kombi_2_0_l_Diesel_dunkelbraun,privat,Angebot,16700,test,kombi,2013,,140,superb,60000,6,diesel,skoda
Honda_Civic_1.4_90ps_supersonic,privat,Angebot,2000,control,kleinwagen,1999,manuell,90,civic,150000,0,,honda
Fiat_Stilo_Multi_Wagon_1.6_16V,privat,Angebot,3300,test,kombi,2004,manuell,103,stilo,150000,9,benzin,fiat
Citroen_Berlingo_TÜV_neu_Anhaengerkupplung_Bremsen_neu,privat,Angebot,1400,control,kombi,1999,manuell,90,berlingo,150000,8,benzin,citroen
Suzuki_Swift_1.0__D3_Norm_eFh_bei_Berlin,privat,Angebot,98,test,kleinwagen,1997,manuell,53,swift,150000,7,benzin,suzuki
Hyundai__i30,privat,Angebot,14000,test,kombi,2013,manuell,99,i_reihe,30000,5,benzin,hyundai
Toyota_Avensis_1.8_VVT_i_Combi,privat,Angebot,3800,test,kombi,2003,manuell,129,avensis,150000,6,benzin,toyota
BMW_316_ti_Compact__Klima,privat,Angebot,790,test,kleinwagen,1996,manuell,102,3er,150000,5,benzin,bmw
Mercedes_Benz_Vito_108_CDI_+_TÜV,privat,Angebot,1450,test,bus,2000,manuell,82,vito,150000,6,diesel,mercedes_benz
Opel_zafira_1.9_CDTI_Navi__Panoramadach__Sitzheizung__Leder,privat,Angebot,5500,test,bus,2005,manuell,150,zafira,150000,10,diesel,opel
Renault_Megane_fuer_150€_VB,privat,Angebot,150,test,,2016,manuell,0,megane,150000,0,benzin,renault
Tausche_oder_verkaufe,privat,Angebot,0,control,kleinwagen,2000,manuell,0,corsa,150000,5,benzin,opel
SEAT_ALHAMBRA_1_9TDI_unfallfrei_AHK__1.ter_Hand__12_Jahre,privat,Angebot,3650,test,bus,2003,manuell,116,alhambra,150000,12,diesel,seat
Renault_Laguna,privat,Angebot,500,control,limousine,1999,manuell,0,laguna,150000,0,benzin,renault
Fiat_Barchetta_1.8_16V,privat,Angebot,1999,test,cabrio,1996,manuell,131,andere,125000,4,benzin,fiat
Porsche_997_GT3_MKII_EIN_SAMMLERSTÜCK_IN_VOLLAUSSTATTUNG,privat,Angebot,139997,test,coupe,2010,manuell,435,911,20000,3,benzin,porsche
Smart_Fortwo_cabrio,privat,Angebot,3999,test,cabrio,2007,automatik,84,fortwo,150000,9,benzin,smart
VW_pasat__1.9_tedi,privat,Angebot,2600,test,,2017,automatik,101,passat,150000,4,diesel,volkswagen
